"hh_id","is_complete","num_trips","person_id","person_num","is_participant","day_id","day_num","travel_date","travel_dow","hh_day_complete","num_complete_trip_surveys","summary_complete","begin_day","end_day","no_travel_1","no_travel_2","no_travel_3","no_travel_4","no_travel_5","no_travel_6","no_travel_7","no_travel_8","no_travel_11","no_travel_12","no_travel_13","no_travel_99","delivery_2","delivery_4","delivery_5","delivery_6","delivery_7","delivery_8","delivery_9","delivery_996","shop_online","telecommute_time","day_weight_zonal","day_weight_citywide"
"24091343","1","4","2409134301","1","1","240913430101","1","05/28/2024","2","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.17182521391","146.18533071279"
"24091343","1","7","2409134301","1","1","240913430102","2","05/29/2024","3","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17182521391","146.18533071279"
"24091343","1","6","2409134301","1","1","240913430103","3","05/30/2024","4","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17182521391","146.18533071279"
"24091343","1","13","2409134301","1","1","240913430104","4","05/31/2024","5","1","13","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17182521391","146.18533071279"
"24091343","1","7","2409134301","1","1","240913430105","5","06/01/2024","6","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17182521391","146.18533071279"
"24091343","1","13","2409134301","1","1","240913430106","6","06/02/2024","7","1","13","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17182521391","146.18533071279"
"24091343","1","7","2409134301","1","1","240913430107","7","06/03/2024","1","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17182521391","146.18533071279"
"24091360","1","9","2409136001","1","1","240913600101","1","05/28/2024","2","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","435","2,137.31314485819","3,222.0034671772"
"24091528","1","2","2409152801","1","1","240915280101","1","06/16/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17268611809","130.08828146899"
"24091528","1","11","2409152801","1","1","240915280102","2","06/17/2024","1","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.17268611809","130.08828146899"
"24091528","1","2","2409152801","1","1","240915280103","3","06/18/2024","2","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17268611809","130.08828146899"
"24091528","1","8","2409152801","1","1","240915280104","4","06/19/2024","3","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17268611809","130.08828146899"
"24091528","1","3","2409152801","1","1","240915280105","5","06/20/2024","4","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","0.17268611809","130.08828146899"
"24091528","1","4","2409152801","1","1","240915280106","6","06/21/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","0.17268611809","130.08828146899"
"24091528","1","7","2409152801","1","1","240915280107","7","06/22/2024","6","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17268611809","130.08828146899"
"24091534","0","0","2409153401","1","1","240915340101","1","05/19/2024","7","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","995","0","0"
"24091534","1","0","2409153401","1","1","240915340102","2","05/20/2024","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","995","168.38757467053","139.88636464074"
"24091534","0","0","2409153401","1","1","240915340103","3","05/21/2024","2","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","0","0"
"24091534","0","0","2409153401","1","1","240915340104","4","05/22/2024","3","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","0","0"
"24091534","1","0","2409153401","1","1","240915340105","5","05/23/2024","4","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","168.38757467053","139.88636464074"
"24091534","1","5","2409153401","1","1","240915340106","6","05/24/2024","5","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","168.38757467053","139.88636464074"
"24091534","0","0","2409153401","1","1","240915340107","7","05/25/2024","6","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","0","0"
"24091604","1","0","2409160401","1","1","240916040101","1","05/10/2024","5","1","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","995","553.39495737371","215.52066000392"
"24091604","1","2","2409160401","1","1","240916040102","2","05/11/2024","6","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","553.39495737371","215.52066000392"
"24091604","1","2","2409160401","1","1","240916040103","3","05/12/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","553.39495737371","215.52066000392"
"24091604","1","6","2409160401","1","1","240916040104","4","05/13/2024","1","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","553.39495737371","215.52066000392"
"24091604","1","2","2409160401","1","1","240916040105","5","05/14/2024","2","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","553.39495737371","215.52066000392"
"24091604","1","0","2409160401","1","1","240916040106","6","05/15/2024","3","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","995","553.39495737371","215.52066000392"
"24091604","1","0","2409160401","1","1","240916040107","7","05/16/2024","4","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","995","553.39495737371","215.52066000392"
"24091647","1","9","2409164701","1","1","240916470101","1","06/14/2024","5","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","480","0.17214307026","40.79668616001"
"24091647","1","10","2409164701","1","1","240916470102","2","06/15/2024","6","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17214307026","40.79668616001"
"24091647","1","10","2409164701","1","1","240916470103","3","06/16/2024","7","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17214307026","40.79668616001"
"24091647","1","4","2409164701","1","1","240916470104","4","06/17/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","480","0.17214307026","40.79668616001"
"24091647","1","5","2409164701","1","1","240916470105","5","06/18/2024","2","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","480","0.17214307026","40.79668616001"
"24091647","1","7","2409164701","1","1","240916470106","6","06/19/2024","3","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","480","0.17214307026","40.79668616001"
"24091647","1","5","2409164701","1","1","240916470107","7","06/20/2024","4","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","480","0.17214307026","40.79668616001"
"24091705","1","10","2409170501","1","1","240917050101","1","05/28/2024","2","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.1721715965","32.41016830646"
"24091705","1","0","2409170501","1","1","240917050102","2","05/29/2024","3","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","480","0.1721715965","32.41016830646"
"24091705","1","0","2409170501","1","1","240917050103","3","05/30/2024","4","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","480","0.1721715965","32.41016830646"
"24091705","1","6","2409170501","1","1","240917050104","4","05/31/2024","5","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","1","360","0.1721715965","32.41016830646"
"24091705","1","0","2409170501","1","1","240917050105","5","06/01/2024","6","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0.1721715965","32.41016830646"
"24091705","1","4","2409170501","1","1","240917050106","6","06/02/2024","7","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.1721715965","32.41016830646"
"24091705","1","4","2409170501","1","1","240917050107","7","06/03/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","420","0.1721715965","32.41016830646"
"24091712","1","8","2409171201","1","1","240917120101","1","06/05/2024","3","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17184333109","33.96353612373"
"24091712","1","2","2409171201","1","1","240917120102","2","06/06/2024","4","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.17184333109","33.96353612373"
"24091712","1","14","2409171201","1","1","240917120103","3","06/07/2024","5","1","13","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17184333109","33.96353612373"
"24091712","1","13","2409171201","1","1","240917120104","4","06/08/2024","6","1","13","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17184333109","33.96353612373"
"24091712","1","3","2409171201","1","1","240917120105","5","06/09/2024","7","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17184333109","33.96353612373"
"24091712","1","14","2409171201","1","1","240917120106","6","06/10/2024","1","1","14","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.17184333109","33.96353612373"
"24091712","1","11","2409171201","1","1","240917120107","7","06/11/2024","2","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17184333109","33.96353612373"
"24091740","1","13","2409174001","1","1","240917400101","1","05/28/2024","2","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","394.90546336383","359.31084945312"
"24091740","1","6","2409174001","1","1","240917400102","2","05/29/2024","3","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","394.90546336383","359.31084945312"
"24091740","1","14","2409174001","1","1","240917400103","3","05/30/2024","4","1","12","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","394.90546336383","359.31084945312"
"24091740","1","6","2409174001","1","1","240917400104","4","05/31/2024","5","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","394.90546336383","359.31084945312"
"24091740","1","6","2409174001","1","1","240917400105","5","06/01/2024","6","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","394.90546336383","359.31084945312"
"24091740","0","2","2409174001","1","1","240917400106","6","06/02/2024","7","0","1","0","1","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24091740","0","4","2409174001","1","1","240917400107","7","06/03/2024","1","0","1","0","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24091829","1","8","2409182901","1","1","240918290101","1","06/04/2024","2","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","90","1.40080212572","584.81926166157"
"24091919","1","7","2409191901","1","1","240919190101","1","05/30/2024","4","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.17198512567","51.17775508174"
"24091919","1","6","2409191901","1","1","240919190102","2","05/31/2024","5","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.17198512567","51.17775508174"
"24091919","1","8","2409191901","1","1","240919190103","3","06/01/2024","6","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.17198512567","51.17775508174"
"24091919","1","10","2409191901","1","1","240919190104","4","06/02/2024","7","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17198512567","51.17775508174"
"24091919","1","8","2409191901","1","1","240919190105","5","06/03/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.17198512567","51.17775508174"
"24091919","1","10","2409191901","1","1","240919190106","6","06/04/2024","2","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","0","0.17198512567","51.17775508174"
"24091919","1","8","2409191901","1","1","240919190107","7","06/05/2024","3","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.17198512567","51.17775508174"
"24091948","1","2","2409194801","1","1","240919480101","1","06/06/2024","4","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17216530621","31.3321312868"
"24091948","1","3","2409194801","1","1","240919480102","2","06/07/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.17216530621","31.3321312868"
"24091948","1","3","2409194801","1","1","240919480103","3","06/08/2024","6","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17216530621","31.3321312868"
"24091948","1","2","2409194801","1","1","240919480104","4","06/09/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17216530621","31.3321312868"
"24091948","1","8","2409194801","1","1","240919480105","5","06/10/2024","1","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.17216530621","31.3321312868"
"24091948","1","0","2409194801","1","1","240919480106","6","06/11/2024","2","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","0.17216530621","31.3321312868"
"24091948","1","3","2409194801","1","1","240919480107","7","06/12/2024","3","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.17216530621","31.3321312868"
"24091984","1","9","2409198401","1","1","240919840101","1","06/05/2024","3","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","1","0","0","0","0","0","0","995","8.76636644082","110.97607213949"
"24091984","1","3","2409198401","1","1","240919840102","2","06/06/2024","4","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","8.76636644082","110.97607213949"
"24091984","1","3","2409198401","1","1","240919840103","3","06/07/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","8.76636644082","110.97607213949"
"24091984","1","3","2409198401","1","1","240919840104","4","06/08/2024","6","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","8.76636644082","110.97607213949"
"24091984","1","4","2409198401","1","1","240919840105","5","06/09/2024","7","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","8.76636644082","110.97607213949"
"24091984","1","11","2409198401","1","1","240919840106","6","06/10/2024","1","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","8.76636644082","110.97607213949"
"24091984","1","7","2409198401","1","1","240919840107","7","06/11/2024","2","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","995","8.76636644082","110.97607213949"
"24092051","1","0","2409205101","1","1","240920510101","1","05/28/2024","2","1","0","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","995","870.08928684255","252.3635580905"
"24092051","1","0","2409205101","1","1","240920510102","2","05/29/2024","3","1","0","1","3","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","995","870.08928684255","252.3635580905"
"24092051","1","0","2409205101","1","1","240920510103","3","05/30/2024","4","1","0","1","1","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","995","870.08928684255","252.3635580905"
"24092051","1","0","2409205101","1","1","240920510104","4","05/31/2024","5","1","0","1","5","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","995","870.08928684255","252.3635580905"
"24092051","1","0","2409205101","1","1","240920510105","5","06/01/2024","6","1","0","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","995","870.08928684255","252.3635580905"
"24092051","1","0","2409205101","1","1","240920510106","6","06/02/2024","7","1","0","1","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","995","870.08928684255","252.3635580905"
"24092051","1","0","2409205101","1","1","240920510107","7","06/03/2024","1","1","0","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","995","870.08928684255","252.3635580905"
"24092068","1","7","2409206801","1","1","240920680101","1","06/05/2024","3","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","390","1.20500149181","285.57680312009"
"24092166","1","15","2409216601","1","1","240921660101","1","05/28/2024","2","1","14","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195900706","31.44659087455"
"24092166","1","15","2409216601","1","1","240921660102","2","05/29/2024","3","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195900706","31.44659087455"
"24092166","1","5","2409216601","1","1","240921660103","3","05/30/2024","4","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195900706","31.44659087455"
"24092166","1","13","2409216601","1","1","240921660104","4","05/31/2024","5","1","12","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195900706","31.44659087455"
"24092166","1","19","2409216601","1","1","240921660105","5","06/01/2024","6","1","16","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.17195900706","31.44659087455"
"24092166","1","14","2409216601","1","1","240921660106","6","06/02/2024","7","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195900706","31.44659087455"
"24092166","1","4","2409216601","1","1","240921660107","7","06/03/2024","1","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195900706","31.44659087455"
"24092305","1","7","2409230501","1","1","240923050101","1","05/31/2024","5","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.17195339815","102.30526728341"
"24092305","1","6","2409230501","1","1","240923050102","2","06/01/2024","6","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.17195339815","102.30526728341"
"24092305","1","10","2409230501","1","1","240923050103","3","06/02/2024","7","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.17195339815","102.30526728341"
"24092305","1","4","2409230501","1","1","240923050104","4","06/03/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195339815","102.30526728341"
"24092305","1","4","2409230501","1","1","240923050105","5","06/04/2024","2","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195339815","102.30526728341"
"24092305","1","6","2409230501","1","1","240923050106","6","06/05/2024","3","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.17195339815","102.30526728341"
"24092305","1","6","2409230501","1","1","240923050107","7","06/06/2024","4","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17195339815","102.30526728341"
"24092328","1","16","2409232801","1","1","240923280101","1","05/28/2024","2","1","16","1","2","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","600","0.17209219384","8.91734809303"
"24092328","1","8","2409232801","1","1","240923280102","2","05/29/2024","3","1","8","1","2","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","0.17209219384","8.91734809303"
"24092328","1","16","2409232801","1","1","240923280103","3","05/30/2024","4","1","16","1","1","3","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","600","0.17209219384","8.91734809303"
"24092328","1","9","2409232801","1","1","240923280104","4","05/31/2024","5","1","8","1","3","3","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","600","0.17209219384","8.91734809303"
"24092328","1","6","2409232801","1","1","240923280105","5","06/01/2024","6","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","0.17209219384","8.91734809303"
"24092328","1","9","2409232801","1","1","240923280106","6","06/02/2024","7","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","0.17209219384","8.91734809303"
"24092328","1","6","2409232801","1","1","240923280107","7","06/03/2024","1","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","0.17209219384","8.91734809303"
"24092366","1","10","2409236601","1","1","240923660101","1","05/15/2024","3","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","1.20329393952","1,326.33847695399"
"24092435","1","11","2409243501","1","1","240924350101","1","05/13/2024","1","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","2.38017245844","48.40047639792"
"24092435","1","10","2409243501","1","1","240924350102","2","05/14/2024","2","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","2.38017245844","48.40047639792"
"24092435","1","10","2409243501","1","1","240924350103","3","05/15/2024","3","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","2.38017245844","48.40047639792"
"24092435","1","10","2409243501","1","1","240924350104","4","05/16/2024","4","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","995","2.38017245844","48.40047639792"
"24092435","1","3","2409243501","1","1","240924350105","5","05/17/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","995","2.38017245844","48.40047639792"
"24092435","1","4","2409243501","1","1","240924350106","6","05/18/2024","6","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","995","2.38017245844","48.40047639792"
"24092435","1","4","2409243501","1","1","240924350107","7","05/19/2024","7","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","2.38017245844","48.40047639792"
"24092506","1","8","2409250601","1","1","240925060101","1","06/23/2024","7","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","869.23054087171","46.05319759498"
"24092506","1","9","2409250601","1","1","240925060102","2","06/24/2024","1","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","869.23054087171","46.05319759498"
"24092506","1","0","2409250601","1","1","240925060103","3","06/25/2024","2","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","510","869.23054087171","46.05319759498"
"24092506","1","2","2409250601","1","1","240925060104","4","06/26/2024","3","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","525","869.23054087171","46.05319759498"
"24092506","1","8","2409250601","1","1","240925060105","5","06/27/2024","4","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","869.23054087171","46.05319759498"
"24092506","1","12","2409250601","1","1","240925060106","6","06/28/2024","5","1","11","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","869.23054087171","46.05319759498"
"24092506","1","3","2409250601","1","1","240925060107","7","06/29/2024","6","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","869.23054087171","46.05319759498"
"24092511","1","4","2409251101","1","1","240925110101","1","05/14/2024","2","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17183796965","20.82133266626"
"24092511","1","10","2409251101","1","1","240925110102","2","05/15/2024","3","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17183796965","20.82133266626"
"24092511","1","6","2409251101","1","1","240925110103","3","05/16/2024","4","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","995","0.17183796965","20.82133266626"
"24092511","1","2","2409251101","1","1","240925110104","4","05/17/2024","5","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.17183796965","20.82133266626"
"24092511","1","0","2409251101","1","1","240925110105","5","05/18/2024","6","1","0","1","1","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","995","0.17183796965","20.82133266626"
"24092511","1","2","2409251101","1","1","240925110106","6","05/19/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17183796965","20.82133266626"
"24092511","1","2","2409251101","1","1","240925110107","7","05/20/2024","1","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.17183796965","20.82133266626"
"24092571","0","0","2409257101","1","1","240925710101","1","05/30/2024","4","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","0","0"
"24092571","1","2","2409257101","1","1","240925710102","2","05/31/2024","5","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","133.1280355443","176.47965856589"
"24092571","1","4","2409257101","1","1","240925710103","3","06/01/2024","6","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","133.1280355443","176.47965856589"
"24092571","1","0","2409257101","1","1","240925710104","4","06/02/2024","7","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","995","133.1280355443","176.47965856589"
