is_first,is_last,is_terminal,language_instruction,language_instruction_2,language_instruction_3,observation.state.gripper_position,observation.state.cartesian_position,observation.state.joint_position,observation.state,action.gripper_position,action.gripper_velocity,action.cartesian_position,action.cartesian_velocity,action.joint_position,action.joint_velocity,action.original,action,discount,reward,task_category,building,collector_id,date,camera_extrinsics.wrist_left,camera_extrinsics.exterior_1_left,camera_extrinsics.exterior_2_left,is_episode_successful,timestamp,frame_index,episode_index,index,task_index
false,false,false,Push the left chair to the left,Push the chair backwards,Push the black chair on the left backwards.,0.0,"[0.6231248, 0.45293936, 0.22514704, -2.9098403, 0.21745554, 1.2377341]","[0.5933887, 1.2949675, 0.09399501, -0.4541158, -0.020942783, 1.4387155, -0.578693]","[0.5933887, 1.2949675, 0.09399501, -0.4541158, -0.020942783, 1.4387155, -0.578693, 0.0]",0.0,0.0,"[0.6135701, 0.39519876, 0.23454231, -3.0027895, 0.27444828, 1.0447197]","[-0.2145395, -0.64807296, 0.12596393, -0.41935548, -0.31990436, -0.8495894]","[0.55383044, 1.2822012, 0.07110019, -0.44877997, -0.064031854, 1.4237539, -0.44232866]","[-0.15000173, -0.062352307, -0.0704, 0.026666878, -0.16845563, -0.07477533, 0.51899153]","[0.6135701, 0.39519876, 0.23454231, -3.0027895, 0.27444828, 1.0447197, 0.0]","[0.55383044, 1.2822012, 0.07110019, -0.44877997, -0.064031854, 1.4237539, -0.44232866, 0.0]",1.0,0.0,403 Fairmont,403 Fairmont,52ca9b6a,52ca9b6a,"[0.23150086, -0.12595089, 0.4226536, 3.0893772, 0.12875943, 1.5150124]","[0.012376556, 0.52723044, 0.6409341, -2.1693068, -0.01168688, -2.2168088]","[0.19059773, -0.5118936, 0.5372066, -2.2140882, 0.07196289, -0.90767556]",true,12.466666,187,37696,10859327,21889
false,false,false,"","","",0.8325991,"[0.63363427, -0.28069648, 0.29682994, -3.0928004, -0.13545746, -1.021323]","[-0.18092537, 0.5701807, -0.2728617, -1.6701587, 0.15235606, 2.3573117, 0.5151589]","[-0.18092537, 0.5701807, -0.2728617, -1.6701587, 0.15235606, 2.3573117, 0.5151589, 0.8325991]",0.95715743,0.30440065,"[0.63406825, -0.28433448, 0.2990296, -3.1062515, -0.15870759, -1.0086279]","[0.0024909384, -0.034021705, 0.008592748, -0.16308568, 0.013964685, 0.07794006]","[-0.18030433, 0.57361704, -0.28011686, -1.6625595, 0.1292985, 2.365135, 0.5138524]","[0.0031771031, 0.01965484, -0.02771771, 0.026956566, -0.11461848, 0.035555296, -0.006508628]","[0.63406825, -0.28433448, 0.2990296, -3.1062515, -0.15870759, -1.0086279, 0.95715743]","[-0.18030433, 0.57361704, -0.28011686, -1.6625595, 0.1292985, 2.365135, 0.5138524, 0.95715743]",1.0,0.0,640 Palo Alto Ave,640 Palo Alto Ave,52ca9b6a,52ca9b6a,"[0.30655116, -0.049671873, 0.468176, 3.1057584, 0.11668855, 1.4366664]","[0.39593783, 0.53674245, 0.5971659, -1.892847, -0.013617385, -2.7104635]","[0.17054693, -0.6985624, 0.5250122, -2.038052, 0.06356737, -0.5404918]",true,35.933334,539,37697,10859882,0
false,false,false,Remove the white object from the bowl.,Put the salt dispenser on the table,Remove the salt cellar from the pot,0.0,"[0.6250476, -0.22736338, 0.19660774, 3.1206698, 0.13441062, -0.026226176]","[-0.22778177, 0.6798884, -0.13475098, -1.6860551, 0.029976785, 2.239528, -0.3331791]","[-0.22778177, 0.6798884, -0.13475098, -1.6860551, 0.029976785, 2.239528, -0.3331791, 0.0]",0.27643177,1.0,"[0.6367055, -0.22018877, 0.18949252, 3.1074023, 0.14511578, -0.011704789]","[0.13908675, 0.054421905, -0.06303174, -0.088727176, 0.054575868, 0.06794832]","[-0.23262878, 0.70958525, -0.11244774, -1.6483274, -0.0042080786, 2.2266166, -0.31030813]","[-0.026521053, 0.12497863, 0.0855057, 0.17657715, -0.14890699, -0.06452924, 0.10589921]","[0.6367055, -0.22018877, 0.18949252, 3.1074023, 0.14511578, -0.011704789, 0.27643177]","[-0.23262878, 0.70958525, -0.11244774, -1.6483274, -0.0042080786, 2.2266166, -0.31030813, 0.27643177]",1.0,0.0,RAIL,RAIL,d027f2ae,d027f2ae,"[0.31372073, -0.16094606, 0.4450583, 2.7624393, -0.26982048, 1.661973]","[0.085093014, -0.156434, 0.3721122, -2.3786008, -0.043604128, -0.9754743]","[0.25159472, 0.40659478, 0.22880001, -1.926588, -0.050751258, -2.3973377]",true,3.4666667,52,37704,10861282,21892
false,false,false,Put the green can in the open upper cabinet.,Put the can in the cabinet,Move the green can to the open cabinet,0.3612335,"[0.60280854, -0.121306054, 0.8031876, 2.76066, -0.75218105, 0.24764727]","[-0.013166878, 0.14341883, -0.20784119, -1.1742742, -0.03170075, 2.1385648, -0.2963406]","[-0.013166878, 0.14341883, -0.20784119, -1.1742742, -0.03170075, 2.1385648, -0.2963406, 0.3612335]",0.61123353,1.0,"[0.6117351, -0.12381843, 0.81732637, 2.8033905, -0.7541375, 0.19767128]","[0.10500218, -0.03210781, 0.20291859, 0.1763405, 0.0058578663, -0.109400995]","[-0.019602947, 0.17763273, -0.21069399, -1.1015953, -0.012011787, 2.0879273, -0.27351946]","[-0.032198433, 0.15104787, -0.011648876, 0.34143057, 0.097514175, -0.2237595, 0.0869658]","[0.6117351, -0.12381843, 0.81732637, 2.8033905, -0.7541375, 0.19767128, 0.61123353]","[-0.019602947, 0.17763273, -0.21069399, -1.1015953, -0.012011787, 2.0879273, -0.27351946, 0.61123353]",1.0,0.0,AHG kitchen floor 1,AHG kitchen floor 1,cb4f6842,cb4f6842,"[0.3448043, -0.17769992, 0.44987965, 2.5439022, 0.014843602, 1.312612]","[-0.09229499, -0.35610738, 0.41542873, -1.7373613, -0.07302387, -1.3142605]","[-0.03883847, 0.46138626, 0.40405917, -1.6952745, 0.04967025, -1.9789295]",true,32.866665,493,37711,10863643,11151
false,false,false,Pick up the yellow banana and put it on the table,Put the banana on the table,Move the toy banana from the tray to the table,0.97356826,"[0.5372661, 0.020335995, 0.28076956, 3.1068234, 0.015957765, 0.08329114]","[0.039319556, 0.18660466, -0.0010534821, -2.2504103, -0.053503767, 2.4219284, -0.0047792085]","[0.039319556, 0.18660466, -0.0010534821, -2.2504103, -0.053503767, 2.4219284, -0.0047792085, 0.97356826]",0.719163,-1.0,"[0.5295795, 0.0193379, 0.28967556, 3.112407, 0.012499042, 0.08976689]","[-0.102346264, -0.01376699, 0.115358196, 0.038815588, -0.016943049, 0.04183417]","[0.030854877, 0.15464135, 0.006906418, -2.2693288, -0.047066938, 2.411548, -0.016877212]","[-0.042372305, -0.15704708, 0.03952498, -0.09404608, 0.032174475, -0.05189137, -0.060225576]","[0.5295795, 0.0193379, 0.28967556, 3.112407, 0.012499042, 0.08976689, 0.719163]","[0.030854877, 0.15464135, 0.006906418, -2.2693288, -0.047066938, 2.411548, -0.016877212, 0.719163]",1.0,0.0,BWW,BWW,be856380,be856380,"[0.31818235, 0.0086997375, 0.38501954, 3.0680714, 0.030609692, 1.8404119]","[0.18179218, -0.45546746, 0.48412606, -2.0777082, -0.021634614, -0.36791486]","[0.31402028, 0.4306564, 0.5065152, -2.369524, 0.010136651, -2.1518118]",true,13.0,195,37733,10869599,21908
false,false,false,Turn off the left switch of the socket,Press the switch on the socket,Turn on the switch to the left,0.0,"[0.7350433, 0.14525685, 0.31786713, 1.022926, 0.17803113, 1.0273262]","[0.1953439, 0.7319925, 0.0854995, -1.5454752, -2.588219, 1.721811, 0.8138075]","[0.1953439, 0.7319925, 0.0854995, -1.5454752, -2.588219, 1.721811, 0.8138075, 0.0]",0.0,0.0,"[0.73679364, 0.15055783, 0.32897222, 0.9539424, 0.21130402, 1.0095216]","[0.02470925, 0.053781137, 0.13090296, -0.3568047, -0.22149423, -0.032963146]","[0.24009946, 0.72883934, 0.03669284, -1.5348718, -2.6061985, 1.6946687, 0.790838]","[0.21670328, -0.015701804, -0.24406037, 0.053035736, -0.047850017, -0.098067686, -0.094107464]","[0.73679364, 0.15055783, 0.32897222, 0.9539424, 0.21130402, 1.0095216, 0.0]","[0.24009946, 0.72883934, 0.03669284, -1.5348718, -2.6061985, 1.6946687, 0.790838, 0.0]",1.0,0.0,Bayes - Kitchen Level 1,Bayes - Kitchen Level 1,62828209,62828209,"[0.3011759, -0.01829824, 0.523769, 3.039859, -0.2075898, 1.5900037]","[-0.37171087, -0.5804987, 0.29617965, -1.3301088, -0.053735707, -1.0617267]","[-0.37140816, 0.57561904, 0.29077077, -1.3064482, 0.03746211, -1.9689295]",true,8.666667,130,37739,10871783,21911
false,false,false,Use the right white towel to wipe the pan,Pick up the cloth and wipe the pan,Use the white and blue towel to wipe the black pan.,0.0,"[0.35460716, -0.0541206, 0.40550703, -3.080125, -0.16788088, -0.64518994]","[-0.23757832, -0.60755473, 0.09003666, -2.764259, 0.038441453, 2.3354921, 0.45683345]","[-0.23757832, -0.60755473, 0.09003666, -2.764259, 0.038441453, 2.3354921, 0.45683345, 0.0]",0.0,0.0,"[0.3983958, -0.08477786, 0.3652573, -3.1232994, -0.1847799, -0.75473064]","[0.5057577, -0.2953336, -0.3913568, -0.2308478, 0.07199945, -0.5715221]","[-0.31865826, -0.40260917, 0.10936327, -2.709435, -0.043769762, 2.478186, 0.5652379]","[-0.29803696, 0.80214864, 0.08510178, 0.26573735, -0.31899306, 0.5037787, 0.421395]","[0.3983958, -0.08477786, 0.3652573, -3.1232994, -0.1847799, -0.75473064, 0.0]","[-0.31865826, -0.40260917, 0.10936327, -2.709435, -0.043769762, 2.478186, 0.5652379, 0.0]",1.0,0.0,Mila staff kitchen,Mila staff kitchen,b04f2af4,b04f2af4,"[0.21252327, 0.005534596, 0.48174992, 2.6522086, -0.119173035, 1.3729123]","[0.25954074, -0.67898476, 0.3366847, -2.0527785, 0.05768697, -0.64109975]","[0.17107973, 0.5534034, 0.26821813, -2.0188634, -0.048149712, -2.8900933]",true,1.4666667,22,37741,10872593,7465
false,false,false,Move the mug to the counter on the right,Remove the cup from the sink,Put the mug on the counter to the right,0.8017621,"[0.5893555, 0.2876758, 0.13774015, 3.1058667, -0.042018507, -0.19678444]","[0.49256265, 0.7511936, -0.041940846, -1.7689803, -0.04419557, 2.5306146, 0.6956623]","[0.49256265, 0.7511936, -0.041940846, -1.7689803, -0.04419557, 2.5306146, 0.6956623, 0.8017621]",0.9504405,0.5947136,"[0.5724315, 0.28663093, 0.19106776, 3.1161516, -0.04285955, -0.2146469]","[-0.21702471, -0.02908884, 0.6165755, 0.050823525, -0.013934071, -0.116310015]","[0.49149725, 0.62360203, -0.028943397, -1.8464744, -0.049704064, 2.4857788, 0.7215896]","[-0.005234279, -0.56101483, 0.053890835, -0.3576426, -0.027686723, -0.18540727, 0.124633096]","[0.5724315, 0.28663093, 0.19106776, 3.1161516, -0.04285955, -0.2146469, 0.9504405]","[0.49149725, 0.62360203, -0.028943397, -1.8464744, -0.049704064, 2.4857788, 0.7215896, 0.9504405]",1.0,0.0,TRI,TRI,52ca9b6a,52ca9b6a,"[0.30643904, -0.10808483, 0.50053793, 2.6238146, 0.11293757, 1.4916099]","[0.1168387, 0.6042673, 0.35036245, -2.0845711, -0.019152164, -2.101064]","[0.22081643, -0.46891046, 0.5520109, -2.2641437, 0.020763826, -0.86231667]",true,7.5333333,113,37753,10876784,21919
false,false,false,Move the towel from the countertop to the hanger on the drawer,Hang the blue cloth on the drawer,Hang the blue cloth on the drawer,0.0,"[0.38722673, 0.07749127, 0.4226255, -3.090498, 0.05875568, 0.25529948]","[0.11623181, -0.44286862, 0.068925045, -2.5318806, 0.08452132, 2.0259075, -0.115796655]","[0.11623181, -0.44286862, 0.068925045, -2.5318806, 0.08452132, 2.0259075, -0.115796655, 0.0]",0.0,0.0,"[0.38724402, 0.07747987, 0.4226562, -3.0904915, 0.058688663, 0.25527406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11919152, -0.44260195, 0.06625679, -2.5305068, 0.08315647, 2.0242765, -0.114338115]","[0.014891999, 0.0013427045, -0.0132404, 0.006540993, -0.006837369, -0.00814487, 0.0073448373]","[0.38724402, 0.07747987, 0.4226562, -3.0904915, 0.058688663, 0.25527406, 0.0]","[0.11919152, -0.44260195, 0.06625679, -2.5305068, 0.08315647, 2.0242765, -0.114338115, 0.0]",1.0,0.0,775 Roble,775 Roble,7790ec0a,7790ec0a,"[0.1953335, 0.13973615, 0.52124256, 2.7604463, 0.019759238, 1.7347858]","[0.16116866, 0.7008063, 0.4231336, -1.9706094, 0.07208718, -2.1817534]","[0.013231488, -0.49546102, 0.4210652, -1.9033914, 0.024134742, -0.86038196]",true,2.0666666,31,37755,10877451,21920
false,false,false,Move the towel from the countertop to the hanger on the drawer,Hang the blue cloth on the drawer,Hang the blue cloth on the drawer,0.8942731,"[0.46994412, -0.10866833, 0.16957963, -2.6408257, -0.016957218, 0.19648893]","[-0.20650515, 0.34268868, -0.040324185, -2.3280911, 0.6743312, 2.3312843, -1.0022024]","[-0.20650515, 0.34268868, -0.040324185, -2.3280911, 0.6743312, 2.3312843, -1.0022024, 0.8942731]",0.93052804,0.14501962,"[0.4764421, -0.12449922, 0.15363869, -2.639207, -0.029667849, 0.17287128]","[0.07383446, -0.17449144, -0.16941272, 0.02896702, -0.101872675, -0.12462909]","[-0.24107039, 0.39411598, -0.031591486, -2.291301, 0.69314766, 2.3469725, -1.0290197]","[-0.14967833, 0.19944748, 0.04419729, 0.14533249, 0.09408463, 0.07288336, -0.1340757]","[0.4764421, -0.12449922, 0.15363869, -2.639207, -0.029667849, 0.17287128, 0.93052804]","[-0.24107039, 0.39411598, -0.031591486, -2.291301, 0.69314766, 2.3469725, -1.0290197, 0.93052804]",1.0,0.0,775 Roble,775 Roble,7790ec0a,7790ec0a,"[0.1953335, 0.13973615, 0.52124256, 2.7604463, 0.019759238, 1.7347858]","[0.16116866, 0.7008063, 0.4231336, -1.9706094, 0.07208718, -2.1817534]","[0.013231488, -0.49546102, 0.4210652, -1.9033914, 0.024134742, -0.86038196]",true,15.466666,232,37755,10877652,21920
false,false,false,"","","",0.0,"[0.34288207, -0.055581987, 0.44402352, -3.1377358, -0.24776456, 0.25887635]","[0.00056283484, -0.7162608, -0.16565678, -2.742547, -0.013134656, 2.260998, -0.38945818]","[0.00056283484, -0.7162608, -0.16565678, -2.742547, -0.013134656, 2.260998, -0.38945818, 0.0]",0.0,0.0,"[0.33885112, -0.06262676, 0.44140747, -3.121943, -0.230178, 0.28922144]","[-0.03788622, -0.08400397, -0.012701251, 0.053506378, 0.059376247, 0.19011799]","[0.011141875, -0.72089624, -0.19540896, -2.7407997, -0.017258475, 2.2297478, -0.43132004]","[0.050832108, -0.023697432, -0.13112058, 0.010456394, -0.020642627, -0.095161274, -0.17540844]","[0.33885112, -0.06262676, 0.44140747, -3.121943, -0.230178, 0.28922144, 0.0]","[0.011141875, -0.72089624, -0.19540896, -2.7407997, -0.017258475, 2.2297478, -0.43132004, 0.0]",1.0,0.0,RAIL,RAIL,c3d50939,c3d50939,"[0.18816489, -0.1066234, 0.44326207, 2.5477424, -0.120505765, 1.406388]","[0.08322017, -0.1444536, 0.37826964, -2.3634832, -0.054992937, -1.0103037]","[0.31045952, 0.46127886, 0.32326555, -2.163999, -0.0040232544, -2.3452637]",false,22.933332,344,37763,10880128,0
false,false,false,Turn off the switch on the left,Switch off the light,Turn off the left light switch,0.0,"[0.6629124, -0.095039524, 0.46819726, -2.3815188, -0.082723595, -1.590919]","[-0.2073275, 0.26478216, 0.07361126, -1.8603935, 0.025696393, 2.8876808, 1.3915786]","[-0.2073275, 0.26478216, 0.07361126, -1.8603935, 0.025696393, 2.8876808, 1.3915786, 0.0]",0.0,0.0,"[0.639745, -0.08432999, 0.47662878, -2.4226208, -0.042823818, -1.5727524]","[-0.3110827, 0.12313649, 0.17489947, 0.23727648, 0.17767166, 0.095085755]","[-0.15488362, 0.19435596, 0.039743178, -1.9227417, 0.13671257, 2.8350017, 1.3224401]","[0.26240298, -0.36973655, -0.18249375, -0.29981038, 0.5428518, -0.221585, -0.34562227]","[0.639745, -0.08432999, 0.47662878, -2.4226208, -0.042823818, -1.5727524, 0.0]","[-0.15488362, 0.19435596, 0.039743178, -1.9227417, 0.13671257, 2.8350017, 1.3224401, 0.0]",1.0,0.0,775 Roble,775 Roble,7790ec0a,7790ec0a,"[0.2264098, -0.014933735, 0.43841898, 2.526231, 0.054406248, 1.552001]","[0.14615673, 0.5494609, 0.48539767, -1.8862059, -0.0089356275, -2.4998665]","[0.023747737, -0.41870457, 0.41158476, -1.9217265, -0.011985543, -1.1811187]",true,9.133333,137,37779,10885352,15129
false,false,false,Put the plastic in the bin,Throw the empty wrapper into the bin,Put the green wrapper in the bin,0.98237884,"[0.5024316, 0.040581025, 0.49329752, 2.7432694, -0.6031915, 0.6536057]","[0.10108545, -0.25070408, -0.034416135, -2.4015326, -0.14480288, 2.8566062, -0.33957437]","[0.10108545, -0.25070408, -0.034416135, -2.4015326, -0.14480288, 2.8566062, -0.33957437, 0.98237884]",0.6795154,-1.0,"[0.53328407, 0.04623634, 0.4869026, 2.7682316, -0.6385115, 0.64447564]","[0.3227801, 0.04147099, -0.057633992, 0.17837161, -0.07304446, 0.035460718]","[0.12903309, -0.15889105, -0.04712812, -2.3322198, -0.091398135, 2.898838, -0.358342]","[0.111946136, 0.34031755, -0.060308237, 0.2663305, 0.20421991, 0.14294188, -0.08983332]","[0.53328407, 0.04623634, 0.4869026, 2.7682316, -0.6385115, 0.64447564, 0.6795154]","[0.12903309, -0.15889105, -0.04712812, -2.3322198, -0.091398135, 2.898838, -0.358342, 0.6795154]",1.0,0.0,416 W Dana St,416 W Dana St,52ca9b6a,52ca9b6a,"[0.38983306, -0.06847599, 0.36378425, 2.727358, -0.0076195374, 1.7723306]","[0.4938785, 0.40616795, 0.5514506, -1.9158796, 0.015106676, -3.1282008]","[0.2763698, -0.5085851, 0.4678039, -1.9321103, 0.014966346, -0.4298533]",true,9.2,138,37780,10885509,21933
false,false,false,"","","",0.0,"[0.3798259, 0.11217883, 0.38924545, 3.04706, 0.04230699, -0.041014045]","[0.06732468, -0.4047062, 0.22353175, -2.5811028, 0.012119457, 2.116117, 0.30266377]","[0.06732468, -0.4047062, 0.22353175, -2.5811028, 0.012119457, 2.116117, 0.30266377, 0.0]",0.0,0.0,"[0.3798276, 0.112175904, 0.38924754, 3.047066, 0.042300597, -0.041019276]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.079790175, -0.4036912, 0.21105838, -2.5801358, 0.006341923, 2.114563, 0.3068757]","[0.06233581, 0.0050842618, -0.062330626, 0.0048253504, -0.028894283, -0.007789414, 0.02107548]","[0.3798276, 0.112175904, 0.38924754, 3.047066, 0.042300597, -0.041019276, 0.0]","[0.079790175, -0.4036912, 0.21105838, -2.5801358, 0.006341923, 2.114563, 0.3068757, 0.0]",1.0,0.0,Wasabi Tempura,Wasabi Tempura,5085c3ce,5085c3ce,"[0.30199683, 0.0797626, 0.39066413, 2.8412654, 0.07259938, 1.5591446]","[-0.002209799, 0.45525303, 0.43159664, -1.8470812, -0.022200134, -2.114536]","[-0.06012434, -0.26092523, 0.41351154, -1.6482515, 0.0036748487, -0.94189143]",false,1.6,24,37782,10885742,0
false,false,false,Remove the green and white objects in the container then put the container inside the drawer,"Remove the green and white sponges from the transparent storage box, put the on the cupboard and then put the transparent box in the open drawer","Pick up the white and green sponges together and put them on the kitchen counter, pick up the clear container and put it in the leftmost compartment of the right tray in the open drawer",0.47577092,"[0.4734433, -0.38970914, 0.41012853, -2.9554403, -0.10912786, 0.26829177]","[-0.4333309, 0.2505492, -0.30635664, -1.7868496, 0.2824638, 1.9117931, -1.1232157]","[-0.4333309, 0.2505492, -0.30635664, -1.7868496, 0.2824638, 1.9117931, -1.1232157, 0.47577092]",0.5348961,0.20125821,"[0.47633895, -0.40085068, 0.40755054, -2.9460855, -0.08013225, 0.29862782]","[0.030605033, -0.13357547, -0.030307, 0.0018737727, 0.17994739, 0.18238445]","[-0.45450673, 0.284669, -0.2973577, -1.7406503, 0.2611787, 1.870659, -1.1471759]","[-0.09866492, 0.1446917, 0.04487337, 0.19563608, -0.1000107, -0.17581278, -0.10369339]","[0.47633895, -0.40085068, 0.40755054, -2.9460855, -0.08013225, 0.29862782, 0.5348961]","[-0.45450673, 0.284669, -0.2973577, -1.7406503, 0.2611787, 1.870659, -1.1471759, 0.5348961]",1.0,0.0,2479 Richard Ct,2479 Richard Ct,52ca9b6a,52ca9b6a,"[0.25681508, 0.107456416, 0.5275869, 2.563145, -0.08811945, 1.3639779]","[0.038520694, 0.657993, 0.46036717, -1.8818098, 0.013647391, -2.0525684]","[0.12124602, -0.5470429, 0.58129364, -1.963817, 0.14934921, -0.58915067]",true,9.2,138,37805,10891874,21946
false,false,false,Put the empty bottles on the counter in the plastic bag,Put the bottles in the plastic bag,"Place the bottles on the counter, in the plastic",0.0,"[0.6069082, 0.25083753, 0.30249885, -1.9720315, 0.024286734, 0.7063106]","[0.09408853, 0.6568602, 0.19712843, -1.499447, 0.88292825, 1.488799, -0.64784193]","[0.09408853, 0.6568602, 0.19712843, -1.499447, 0.88292825, 1.488799, -0.64784193, 0.0]",0.0,0.0,"[0.6029308, 0.22450334, 0.3319296, -2.079942, 0.011540456, 0.71011174]","[-0.09341739, -0.29925498, 0.32231367, -0.38317955, -0.39392588, 0.013090624]","[0.08646139, 0.57736826, 0.16917984, -1.5290511, 0.81132567, 1.4954227, -0.6518734]","[-0.038038056, -0.36888656, -0.114018396, -0.19749917, -0.25853032, 0.03295908, -0.020200154]","[0.6029308, 0.22450334, 0.3319296, -2.079942, 0.011540456, 0.71011174, 0.0]","[0.08646139, 0.57736826, 0.16917984, -1.5290511, 0.81132567, 1.4954227, -0.6518734, 0.0]",1.0,0.0,Wasabi Tempura,Wasabi Tempura,5085c3ce,5085c3ce,"[0.26074532, 0.018000443, 0.5867261, 3.0487757, -0.0024426167, 1.6597989]","[0.006000326, 0.42087168, 0.44000223, -1.8151945, 0.009197433, -2.0263596]","[-0.06299644, -0.26459092, 0.40175208, -1.6360933, -0.0050416184, -0.93485737]",true,6.5333333,98,37813,10893671,21951
false,false,false,Pour some contents from the jug into the red bowl,Pour some of the things in the jug into the red bowl,Pour some of the clear cup's contents into the red bowl,0.0,"[0.3706325, 0.18706343, 0.46316227, 2.9640527, -0.20668983, -0.4697919]","[0.0034154863, -0.47142774, 0.4558337, -2.4222817, -0.076657444, 1.9831641, 0.93367755]","[0.0034154863, -0.47142774, 0.4558337, -2.4222817, -0.076657444, 1.9831641, 0.93367755, 0.0]",0.0,0.0,"[0.3913729, 0.19262345, 0.4590695, 2.9618127, -0.17245553, -0.6682316]","[0.24727768, 0.070739865, -0.02796461, 0.080077864, 0.17622976, -0.98108643]","[0.008228824, -0.3845566, 0.43761724, -2.3539636, -0.08613416, 1.9183377, 1.1262753]","[0.024335496, 0.3620282, -0.08640475, 0.29406342, -0.0454844, -0.2587878, 0.7078009]","[0.3913729, 0.19262345, 0.4590695, 2.9618127, -0.17245553, -0.6682316, 0.0]","[0.008228824, -0.3845566, 0.43761724, -2.3539636, -0.08613416, 1.9183377, 1.1262753, 0.0]",1.0,0.0,Glens office,Glens office,4f8ca688,4f8ca688,"[0.2921962, 0.1603992, 0.45358333, 2.6097221, 0.12924463, 1.3217]","[0.13973366, -0.5351017, 0.44585028, -2.0218818, 0.06801455, -1.0029392]","[0.4130334, 0.60859984, 0.29233, -1.8035511, -0.01584641, -2.4346223]",true,1.0666667,16,37828,10898485,21959
false,false,false,Pour some contents from the jug into the red bowl,Pour some of the things in the jug into the red bowl,Pour some of the clear cup's contents into the red bowl,0.72246695,"[0.61487657, -0.17894706, 0.22524548, 2.1647215, 0.66874164, -2.3685002]","[-0.2039363, 0.8292602, -0.29578397, -1.3738102, 0.87114954, 1.2106689, 1.3648883]","[-0.2039363, 0.8292602, -0.29578397, -1.3738102, 0.87114954, 1.2106689, 1.3648883, 0.72246695]",0.8987485,0.7051261,"[0.60281, -0.12022518, 0.24191327, 2.361202, 0.55645186, -2.2154756]","[-0.20850262, 0.6167524, 0.18422651, -0.9623944, -0.22225101, 0.15620972]","[-0.0880864, 0.6947113, -0.2913218, -1.5329537, 0.76161224, 1.4153426, 1.3819715]","[0.43613955, -0.56415206, 0.016321277, -0.68653613, -0.41122317, 0.8010822, 0.075488105]","[0.60281, -0.12022518, 0.24191327, 2.361202, 0.55645186, -2.2154756, 0.8987485]","[-0.0880864, 0.6947113, -0.2913218, -1.5329537, 0.76161224, 1.4153426, 1.3819715, 0.8987485]",1.0,0.0,Glens office,Glens office,4f8ca688,4f8ca688,"[0.2921962, 0.1603992, 0.45358333, 2.6097221, 0.12924463, 1.3217]","[0.13973366, -0.5351017, 0.44585028, -2.0218818, 0.06801455, -1.0029392]","[0.4130334, 0.60859984, 0.29233, -1.8035511, -0.01584641, -2.4346223]",true,18.0,270,37828,10898739,21959
false,false,false,Pick up the nail polish and put them in the bag,Put the nail polish in the bag,Pick up all the bottles and put them in the bag,0.0,"[0.421149, 0.24081771, 0.27986956, 2.9838138, 0.12184303, 0.40166944]","[0.26781318, 0.07667188, 0.25968808, -2.3762162, -0.21602117, 2.297654, 0.27302614]","[0.26781318, 0.07667188, 0.25968808, -2.3762162, -0.21602117, 2.297654, 0.27302614, 0.0]",0.0,0.0,"[0.41229868, 0.26012737, 0.28204316, 3.0649993, 0.118779995, 0.4806821]","[-0.073796555, 0.1823844, 0.03631092, 0.38994366, 0.10536999, 0.34938994]","[0.2851261, 0.07841317, 0.2823684, -2.3740723, -0.124041334, 2.322449, 0.17381442]","[0.060215756, 0.001962295, 0.07870649, 0.010391838, 0.32781884, 0.120074295, -0.36815467]","[0.41229868, 0.26012737, 0.28204316, 3.0649993, 0.118779995, 0.4806821, 0.0]","[0.2851261, 0.07841317, 0.2823684, -2.3740723, -0.124041334, 2.322449, 0.17381442, 0.0]",1.0,0.0,Autolab,Autolab,44bb9c36,44bb9c36,"[0.27192226, -0.16480696, 0.38048792, 2.6766443, 0.23093304, 1.6181955]","[0.48288515, 0.5002313, 0.4860653, -2.1170225, -0.118030325, -3.0314262]","[0.28371683, -0.44321644, 0.42157033, -1.9103751, 0.056408618, -0.38921517]",true,90.6,1359,37829,10900141,9469
false,false,false,"","","",0.0,"[0.55609614, -0.07849429, 0.2919573, 2.9739923, -0.39021632, -0.5843425]","[0.115055025, 0.22202924, -0.28632715, -2.2367802, -0.57673305, 2.6696944, 0.9505506]","[0.115055025, 0.22202924, -0.28632715, -2.2367802, -0.57673305, 2.6696944, 0.9505506, 0.0]",0.0,0.0,"[0.5391549, -0.110816546, 0.31072873, 2.9580722, -0.42927232, -0.6739827]","[-0.17103928, -0.2382594, 0.17126267, -0.14447704, -0.10634042, -0.40004343]","[0.07156074, 0.16451481, -0.3053492, -2.2566671, -0.6490936, 2.632462, 1.0292448]","[-0.17002463, -0.20949222, -0.010678726, -0.07720246, -0.24788281, -0.13393517, 0.2685872]","[0.5391549, -0.110816546, 0.31072873, 2.9580722, -0.42927232, -0.6739827, 0.0]","[0.07156074, 0.16451481, -0.3053492, -2.2566671, -0.6490936, 2.632462, 1.0292448, 0.0]",1.0,0.0,BWW,BWW,7cb094d5,7cb094d5,"[0.29313004, -0.052696247, 0.41979784, 2.5976782, -0.05307877, 1.403784]","[0.017934345, 0.53911334, 0.6149089, -1.6955549, -0.046195947, -1.9118617]","[0.13993426, -0.21479057, 0.5181512, -2.041424, -0.10242989, -0.82684]",true,18.333334,275,37839,10903024,0
